observation_epoch,dewpoint_f,feelslike_f,precip_1hr_in,pressure_in,relative_humidity,temp_f,visibility_mi,wind_mph,windchill_f,weather
2018-01-12 05:14:51,58,59.0,0.0,30.09,0.98,59.0,10.0,0.0,,Overcast
2018-01-12 06:45:02,59,59.2,0.0,30.04,0.98,59.2,10.0,0.0,,Overcast
2018-01-20 23:34:51,38,50.0,0.0,30.02,0.63,50.0,10.0,0.0,,Clear
2018-01-21 15:54:53,38,50.7,0.0,30.24,0.62,50.7,10.0,0.2,,Overcast
2018-01-21 16:20:00,39,52.2,0.0,30.24,0.6,52.2,10.0,0.0,,Overcast
2018-01-21 17:19:57,40,53.2,0.0,30.21,0.6,53.2,10.0,0.0,,Overcast
2018-01-21 17:25:01,40,53.4,0.0,30.21,0.6,53.4,10.0,0.0,,Overcast
2018-01-21 17:25:01,40,53.4,0.0,30.21,0.6,53.4,10.0,0.0,,Overcast
2018-01-22 01:54:56,42,50.0,0.0,30.16,0.74,50.0,10.0,0.0,,Clear
2018-01-22 01:54:56,42,50.0,0.0,30.16,0.74,50.0,10.0,0.0,,Clear
2018-01-22 05:00:33,45,54.1,0.0,30.15,0.7,54.1,10.0,0.0,,Overcast
2018-01-22 13:44:31,46,51.6,0.0,30.14,0.8,51.6,10.0,0.0,,Overcast
2018-01-22 14:20:00,46,53.6,0.0,30.15,0.75,53.6,10.0,0.0,,Overcast
2018-01-22 21:40:01,49,63.7,0.0,30.03,0.58,63.7,10.0,0.0,,Clear
2018-01-23 06:40:01,48,53.8,0.0,29.88,0.82,53.8,10.0,0.0,,Overcast
2018-01-23 07:54:41,50,53.6,0.0,29.84,0.88,53.6,10.0,0.0,,Overcast
2018-01-23 09:20:01,53,54.1,0.0,29.81,0.97,54.1,10.0,0.0,,Rain
2018-01-23 09:20:01,53,54.1,0.0,29.81,0.97,54.1,10.0,0.0,,Rain
2018-01-27 17:04:50,38,55.6,0.0,30.46,0.52,55.6,10.0,0.0,,Clear
2018-01-28 15:20:01,51,51.4,0.07,30.28,0.98,51.4,3.0,0.0,,Rain
2018-02-21 02:10:00,61,68.5,0.0,30.34,0.77,68.5,10.0,0.0,,Clear
2018-02-21 03:25:00,61,65.5,0.0,30.33,0.86,65.5,10.0,0.0,,Clear
2018-02-21 03:25:00,61,65.5,0.0,30.33,0.86,65.5,10.0,0.0,,Clear
2018-02-21 06:25:00,60,62.2,0.0,30.34,0.94,62.2,10.0,0.2,,Clear
2018-02-21 09:25:00,60,60.6,0.0,30.33,0.99,60.6,10.0,0.9,,Clear
2018-02-21 10:45:01,60,60.8,0.0,30.32,0.98,60.8,10.0,0.0,,Clear
2018-02-21 10:45:01,60,60.8,0.0,30.32,0.98,60.8,10.0,0.0,,Clear
2018-02-21 11:45:01,60,61.0,0.0,30.34,0.98,61.0,10.0,0.0,,Clear
2018-02-21 12:39:58,61,61.2,0.0,30.34,0.98,61.2,7.0,0.0,,Clear
2018-02-23 08:50:01,41,41.0,0.0,30.59,0.99,41.0,8.0,0.0,41.0,Overcast
2018-02-24 08:35:00,48,48.0,0.0,30.19,0.99,48.4,0.1,0.0,48.0,Fog
2018-02-24 08:35:00,48,48.0,0.0,30.19,0.99,48.4,0.1,0.0,48.0,Fog
2018-02-24 12:00:04,49,49.0,0.0,30.16,0.99,49.3,0.1,0.0,49.0,Fog
2018-02-24 12:35:00,50,50.0,0.0,30.16,0.99,49.6,0.1,0.0,50.0,Fog
2018-02-24 12:39:48,50,50.0,0.0,30.16,0.99,49.8,0.1,0.0,50.0,Fog
2018-02-24 12:44:52,50,50.0,0.0,30.16,0.99,49.8,0.1,0.0,50.0,Fog
2018-02-24 12:49:56,50,50.0,0.0,30.16,0.99,50.0,0.1,0.0,,Fog
2018-02-24 12:49:56,50,50.0,0.0,30.16,0.99,50.0,0.1,0.0,,Fog
2018-02-24 13:00:04,50,50.2,0.0,30.18,0.99,50.2,0.1,0.0,,Fog
2018-01-09 03:46:27,37,38.0,0.0,30.1,0.99,37.6,8.0,0.0,38.0,Mostly Cloudy
2018-01-09 03:50:34,37,38.0,0.0,30.1,0.97,37.6,8.0,0.0,38.0,Mostly Cloudy
2018-01-09 03:50:34,37,38.0,0.0,30.1,0.97,37.6,8.0,0.0,38.0,Mostly Cloudy
2018-01-09 03:59:15,37,37.0,0.0,30.1,0.97,37.4,10.0,0.0,37.0,Overcast
2018-02-24 13:29:56,50,50.4,0.0,30.18,0.99,50.4,0.1,0.0,,Fog
2018-01-09 04:06:36,36,37.0,0.0,30.1,0.97,37.2,10.0,0.0,37.0,Overcast
2018-01-09 04:29:55,36,37.0,0.0,30.1,0.97,37.2,10.0,0.0,37.0,Overcast
2018-01-09 04:37:06,36,37.0,0.0,30.1,0.97,37.2,10.0,0.0,37.0,Overcast
2018-01-09 04:57:42,36,37.0,0.0,30.09,0.97,37.0,10.0,0.0,37.0,Overcast
2018-02-24 13:29:56,50,50.4,0.0,30.18,0.99,50.4,0.1,0.0,,Fog
2018-01-09 05:14:43,36,37.0,0.0,30.1,0.97,37.0,10.0,0.0,37.0,Overcast
2018-01-09 05:29:18,36,37.0,0.0,30.1,0.97,36.9,10.0,0.0,37.0,Overcast
2018-01-09 05:44:51,36,37.0,0.0,30.1,0.97,36.9,10.0,0.0,37.0,Overcast
2018-01-09 05:52:09,36,37.0,0.0,30.11,0.97,37.0,8.0,0.0,37.0,Overcast
2018-01-09 06:14:59,36,37.0,0.0,30.11,0.97,36.9,8.0,0.0,37.0,Overcast
2018-01-09 06:29:55,37,37.0,0.0,30.11,0.99,37.0,8.0,0.0,37.0,Mostly Cloudy
2018-01-09 06:44:51,36,37.0,0.0,30.11,0.97,37.2,8.0,0.0,37.0,Mostly Cloudy
2018-01-09 07:00:03,36,37.0,0.0,30.13,0.97,37.0,7.0,0.0,37.0,Partly Cloudy
2018-01-09 07:14:59,36,36.0,0.0,30.13,0.98,36.1,5.0,0.0,36.0,Scattered Clouds
2018-02-24 14:04:36,50,50.5,0.0,30.18,0.99,50.5,0.1,0.0,,Fog
2018-01-09 07:30:03,35,35.0,0.0,30.13,0.98,35.4,5.0,0.0,35.0,Mostly Cloudy
2018-01-09 07:44:20,34,35.0,0.0,30.13,0.98,35.1,5.0,0.0,35.0,Partly Cloudy
2018-01-09 07:59:51,34,34.0,0.0,30.14,0.99,34.3,6.0,0.0,34.0,Mostly Cloudy
2018-01-09 08:14:43,33,34.0,0.0,30.14,0.98,33.8,6.0,0.0,34.0,Partly Cloudy
2018-01-09 08:29:40,33,33.0,0.0,30.14,0.99,33.4,6.0,0.0,33.0,Partly Cloudy
2018-01-09 08:44:52,33,33.0,0.0,30.14,0.99,33.3,6.0,0.0,33.0,Partly Cloudy
2018-01-09 08:59:34,33,33.0,0.0,30.16,0.99,32.9,6.0,0.0,33.0,Partly Cloudy
2018-01-09 09:15:00,33,33.0,0.0,30.16,0.99,32.9,6.0,0.0,33.0,Partly Cloudy
2018-01-09 09:29:59,33,33.0,0.0,30.16,0.99,32.9,6.0,0.0,33.0,Partly Cloudy
2018-01-09 09:44:51,32,32.0,0.0,30.16,0.99,32.4,6.0,0.0,32.0,Partly Cloudy
2018-01-09 09:51:19,32,32.0,0.0,30.17,0.99,32.2,0.1,0.0,32.0,Fog
2018-01-09 10:14:44,32,32.0,0.0,30.17,0.99,32.0,0.1,0.0,32.0,Fog
2018-01-09 10:29:29,32,32.0,0.0,30.17,0.99,31.6,0.1,0.0,32.0,Fog
2018-01-09 10:44:59,31,32.0,0.0,30.17,0.99,31.5,0.1,0.0,32.0,Overcast
2018-01-09 10:59:59,31,31.0,0.0,30.19,0.99,31.3,0.1,0.0,31.0,Overcast
2018-01-09 10:59:59,31,31.0,0.0,30.19,0.99,31.3,0.1,0.0,31.0,Overcast
2018-01-09 11:14:44,31,31.0,0.0,30.19,0.99,30.9,0.1,0.0,31.0,Fog
2018-01-09 11:29:56,30,31.0,0.0,30.19,0.99,30.6,0.1,0.0,31.0,Fog
2018-01-09 11:44:28,30,30.0,0.0,30.19,0.99,30.4,0.1,0.0,30.0,Fog
2018-01-09 12:00:04,30,30.0,0.0,30.21,0.99,30.2,0.1,0.0,30.0,Fog
2018-01-09 12:13:57,30,30.0,0.0,30.22,0.99,30.0,0.1,0.0,30.0,Fog
2018-01-09 12:29:56,29,30.0,0.0,30.22,0.99,29.5,0.1,0.0,30.0,Fog
2018-01-09 12:44:52,29,30.0,0.0,30.22,0.99,29.5,0.1,0.0,30.0,Fog
2018-01-09 12:59:26,29,29.0,0.0,30.22,0.99,29.3,0.1,0.0,29.0,Fog
2018-01-09 13:14:47,29,30.0,0.0,30.22,0.99,29.5,0.2,0.0,30.0,Partly Cloudy
2018-01-09 13:29:03,30,30.0,0.0,30.23,0.99,29.8,0.5,0.0,30.0,Partly Cloudy
2018-01-09 13:44:52,30,31.0,0.0,30.23,0.99,30.6,0.5,0.0,31.0,Fog
2018-01-09 13:59:16,32,32.0,0.0,30.25,0.98,32.0,0.1,0.0,32.0,Fog
2018-01-09 14:15:00,33,34.0,0.0,30.25,0.98,33.6,0.1,0.0,34.0,Fog
2018-01-09 14:29:57,35,35.0,0.0,30.25,0.99,35.1,0.1,0.0,35.0,Fog
2018-01-09 14:44:53,37,37.0,0.0,30.25,0.99,37.0,0.1,0.0,37.0,Fog
2018-01-09 14:59:12,38,39.0,0.0,30.27,0.99,38.7,0.1,2.2,39.0,Mostly Cloudy
2018-01-09 15:15:01,40,40.0,0.0,30.27,0.99,40.1,1.0,1.8,40.0,Mostly Cloudy
2018-01-09 15:29:57,39,41.0,0.0,30.28,0.93,40.8,4.0,0.7,41.0,Partly Cloudy
2018-01-09 15:44:42,36,42.0,0.0,30.28,0.81,41.5,4.0,0.0,42.0,Partly Cloudy
2018-01-09 15:59:17,35,42.0,0.0,30.28,0.76,42.1,7.0,1.3,42.0,Partly Cloudy
2018-01-09 16:15:01,34,42.0,0.0,30.28,0.73,42.4,7.0,0.0,42.0,Partly Cloudy
2018-01-09 16:29:41,34,43.0,0.0,30.28,0.71,42.8,7.0,0.0,43.0,Partly Cloudy
2018-02-24 14:10:01,50,50.7,0.0,30.18,0.99,50.7,0.1,0.0,,Fog
2018-01-09 16:44:09,34,43.0,0.0,30.28,0.7,43.3,7.0,2.5,43.0,Partly Cloudy
2018-01-09 16:59:33,34,44.0,0.0,30.26,0.68,43.9,10.0,2.5,44.0,Partly Cloudy
2018-01-09 17:13:51,34,44.0,0.0,30.26,0.68,44.4,10.0,0.0,44.0,Partly Cloudy
2018-01-09 17:29:41,34,45.0,0.0,30.26,0.65,44.8,10.0,0.0,45.0,Mostly Cloudy
2018-01-09 17:42:03,34,45.0,0.0,30.26,0.65,45.0,10.0,0.2,45.0,Partly Cloudy
2018-01-09 17:59:56,33,45.0,0.0,30.25,0.63,45.3,10.0,0.0,45.0,Partly Cloudy
2018-01-09 18:09:53,33,46.0,0.0,30.25,0.62,45.7,10.0,0.0,46.0,Partly Cloudy
2018-01-09 18:29:49,34,46.0,0.0,30.25,0.61,46.4,10.0,0.0,46.0,Partly Cloudy
2018-01-09 19:44:09,33,48.0,0.0,30.25,0.56,48.0,10.0,0.7,48.0,Mostly Cloudy
2018-01-09 18:44:38,32,47.0,0.0,30.25,0.57,46.9,10.0,2.2,47.0,Partly Cloudy
2018-01-09 19:00:08,34,47.0,0.0,30.25,0.59,47.3,10.0,0.0,47.0,Partly Cloudy
2018-01-09 19:14:55,33,48.0,0.0,30.25,0.58,47.5,10.0,0.0,48.0,Clear
2018-01-09 19:29:43,33,48.0,0.0,30.25,0.57,47.7,10.0,0.0,48.0,Clear
2018-02-24 14:15:00,50,50.7,0.0,30.18,0.99,50.7,0.1,0.0,,Fog
2018-01-09 20:00:13,33,48.0,0.0,30.25,0.55,48.2,10.0,2.9,48.0,Clear
2018-01-09 20:14:52,33,48.0,0.0,30.25,0.55,48.0,10.0,1.3,48.0,Clear
2018-01-09 20:29:48,33,48.0,0.0,30.25,0.56,48.0,10.0,0.7,48.0,Clear
2018-01-09 20:44:45,33,48.0,0.0,30.25,0.56,47.8,10.0,0.0,48.0,Clear
2018-02-24 14:44:53,51,51.1,0.0,30.18,0.99,51.1,0.2,0.0,,Fog
2018-01-09 21:12:33,33,47.0,0.0,30.27,0.58,46.9,10.0,1.3,47.0,Clear
2018-01-09 21:29:52,32,46.0,0.0,30.27,0.58,46.4,10.0,0.0,46.0,Clear
2018-01-09 21:44:02,32,46.0,0.0,30.27,0.58,45.9,10.0,0.0,46.0,Clear
2018-01-09 21:54:26,32,45.0,0.0,30.28,0.6,45.3,10.0,0.0,45.0,Scattered Clouds
2018-01-09 22:13:21,32,44.0,0.0,30.28,0.61,44.2,10.0,0.0,44.0,Clear
2018-01-09 22:24:45,33,44.0,0.0,30.28,0.66,43.5,10.0,0.0,44.0,Scattered Clouds
2018-01-09 22:40:11,32,43.0,0.0,30.28,0.66,42.6,10.0,0.0,43.0,Clear
2018-02-24 15:15:01,51,50.9,0.0,30.17,0.99,50.9,1.0,0.0,,Overcast
2018-01-09 22:57:54,32,42.0,0.0,30.3,0.68,41.5,10.0,0.0,42.0,Clear
2018-01-09 23:09:11,32,41.0,0.0,30.3,0.7,41.2,10.0,0.0,41.0,Clear
2018-01-09 23:18:28,32,41.0,0.0,30.3,0.71,40.8,10.0,0.0,41.0,Clear
2018-01-09 23:34:03,32,40.0,0.0,30.3,0.73,39.9,10.0,0.0,40.0,Clear
2018-01-09 23:52:00,29,38.0,-9999.0,30.32,0.65,40.0,10.0,4.0,38.0,Clear
2018-01-10 00:14:57,31,38.0,0.0,30.32,0.75,38.1,10.0,0.0,38.0,Clear
2018-01-09 23:52:00,29,38.0,-9999.0,30.32,0.65,40.0,10.0,4.0,38.0,Clear
2018-01-10 00:40:12,30,38.0,0.0,30.32,0.73,38.1,10.0,0.0,38.0,Clear
2018-01-10 00:40:12,30,38.0,0.0,30.35,0.73,38.1,10.0,0.0,38.0,Clear
2018-01-10 03:26:43,30,36.0,0.0,30.39,0.78,35.6,10.0,0.0,36.0,Partly Cloudy
2018-01-10 01:11:27,31,39.0,0.0,30.35,0.73,38.7,10.0,0.0,39.0,Partly Cloudy
2018-01-10 01:28:55,31,39.0,0.0,30.35,0.74,38.7,10.0,0.0,39.0,Partly Cloudy
2018-01-10 01:41:46,31,38.0,0.0,30.35,0.75,38.5,10.0,0.0,38.0,Partly Cloudy
2018-01-10 01:59:02,30,38.0,0.0,30.37,0.71,38.1,10.0,0.0,38.0,Partly Cloudy
2018-01-10 02:15:00,28,33.0,0.0,29.8,0.82,33.1,1.5,0.0,33.0,Partly Cloudy
2018-01-10 01:52:00,31,39.0,-9999.0,30.37,0.73,39.0,10.0,0.0,,Partly Cloudy
2018-01-10 02:25:28,29,37.0,0.0,30.37,0.74,36.9,10.0,0.0,37.0,Clear
2018-01-10 02:56:56,30,36.0,0.0,30.39,0.77,36.3,10.0,0.0,36.0,Clear
2018-01-10 03:13:40,30,36.0,0.0,30.39,0.78,35.8,10.0,0.0,36.0,Clear
2018-01-10 03:43:39,29,35.0,0.0,30.39,0.78,35.1,10.0,0.0,35.0,Clear
2018-01-10 03:59:50,29,35.0,0.0,30.4,0.78,34.7,10.0,0.0,35.0,Clear
2018-01-10 04:04:23,28,35.0,0.0,30.4,0.77,34.7,10.0,0.0,35.0,Clear
2018-01-10 04:29:35,28,35.0,0.0,30.4,0.75,34.9,10.0,0.0,35.0,Clear
2018-01-10 03:52:00,29,30.0,-9999.0,30.4,0.85,33.0,10.0,4.0,30.0,Clear
2018-01-10 04:44:09,28,35.0,0.0,30.41,0.76,34.9,10.0,0.0,35.0,Clear
2018-01-10 04:52:00,27,30.0,-9999.0,30.41,0.78,33.0,10.0,4.0,30.0,Clear
2018-01-10 04:52:00,27,30.0,-9999.0,30.41,0.78,33.0,10.0,4.0,30.0,Clear
2018-01-10 04:52:00,27,30.0,-9999.0,30.41,0.78,33.0,10.0,4.0,30.0,Clear
2018-01-10 05:52:00,27,26.0,-9999.0,30.4,0.85,31.0,10.0,5.0,26.0,Clear
2018-01-10 05:52:00,27,26.0,-9999.0,30.4,0.85,31.0,10.0,5.0,26.0,Clear
2018-01-10 05:52:00,27,26.0,-9999.0,30.4,0.85,31.0,10.0,5.0,26.0,Clear
2018-01-10 05:52:00,27,26.0,-9999.0,30.4,0.85,31.0,10.0,5.0,26.0,Clear
2018-01-10 06:52:00,25,23.0,-9999.0,30.4,0.82,30.0,10.0,7.0,23.0,Clear
2018-01-10 06:52:00,25,23.0,-9999.0,30.4,0.82,30.0,10.0,7.0,23.0,Clear
2018-01-10 06:52:00,25,23.0,-9999.0,30.4,0.82,30.0,10.0,7.0,23.0,Clear
2018-01-10 06:52:00,25,23.0,-9999.0,30.4,0.82,30.0,10.0,7.0,23.0,Clear
2018-01-10 07:52:00,24,25.0,-9999.0,30.42,0.76,31.0,10.0,6.0,25.0,Clear
2018-01-10 07:52:00,24,25.0,-9999.0,30.42,0.76,31.0,10.0,6.0,25.0,Clear
2018-01-10 07:52:00,24,25.0,-9999.0,30.42,0.76,31.0,10.0,6.0,25.0,Clear
2018-01-10 07:52:00,24,25.0,-9999.0,30.42,0.76,31.0,10.0,6.0,25.0,Clear
2018-01-10 08:52:00,25,30.0,-9999.0,30.42,0.7,34.0,10.0,5.0,30.0,Clear
2018-01-10 08:52:00,25,30.0,-9999.0,30.42,0.7,34.0,10.0,5.0,30.0,Clear
2018-01-10 08:52:00,25,30.0,-9999.0,30.42,0.7,34.0,10.0,5.0,30.0,Clear
2018-01-10 08:52:00,25,30.0,-9999.0,30.42,0.7,34.0,10.0,5.0,30.0,Clear
2018-01-10 09:52:00,25,31.0,-9999.0,30.44,0.79,31.0,10.0,0.0,,Clear
2018-01-10 09:52:00,25,31.0,-9999.0,30.44,0.79,31.0,10.0,0.0,,Clear
2018-01-10 09:52:00,25,31.0,-9999.0,30.44,0.79,31.0,10.0,0.0,,Clear
2018-01-10 09:52:00,25,31.0,-9999.0,30.44,0.79,31.0,10.0,0.0,,Clear
2018-01-10 10:52:00,25,23.0,-9999.0,30.44,0.88,28.0,10.0,5.0,23.0,Clear
2018-01-10 10:52:00,25,23.0,-9999.0,30.44,0.88,28.0,10.0,5.0,23.0,Partly Cloudy
2018-01-10 10:52:00,25,23.0,-9999.0,30.44,0.88,28.0,10.0,5.0,23.0,Partly Cloudy
2018-01-10 10:52:00,25,23.0,-9999.0,30.44,0.88,28.0,10.0,5.0,23.0,Partly Cloudy
2018-01-10 11:52:00,26,26.0,-9999.0,30.45,0.82,31.0,10.0,5.0,26.0,Partly Cloudy
2018-01-10 11:52:00,26,26.0,-9999.0,30.45,0.82,31.0,10.0,5.0,26.0,Mostly Cloudy
2018-01-10 11:52:00,26,26.0,-9999.0,30.45,0.82,31.0,10.0,5.0,26.0,Mostly Cloudy
2018-01-10 11:52:00,26,26.0,-9999.0,30.45,0.82,31.0,10.0,5.0,26.0,Overcast
2018-01-10 12:52:00,27,32.0,-9999.0,30.48,0.82,32.0,10.0,0.0,,Overcast
2018-01-10 12:52:00,27,32.0,-9999.0,30.48,0.82,32.0,10.0,0.0,,Overcast
2018-01-10 12:52:00,27,32.0,-9999.0,30.48,0.82,32.0,10.0,0.0,,Overcast
2018-01-10 12:52:00,27,32.0,-9999.0,30.48,0.82,32.0,10.0,0.0,,Overcast
2018-01-10 13:52:00,27,34.0,-9999.0,30.51,0.75,34.0,10.0,0.0,,Overcast
2018-01-10 13:52:00,27,34.0,-9999.0,30.51,0.75,34.0,10.0,0.0,,Overcast
2018-01-10 13:52:00,27,34.0,-9999.0,30.51,0.75,34.0,10.0,0.0,,Overcast
2018-01-10 13:52:00,27,34.0,-9999.0,30.51,0.75,34.0,10.0,0.0,,Overcast
2018-01-10 14:52:00,27,36.0,-9999.0,30.51,0.7,36.0,10.0,0.0,,Overcast
2018-01-10 14:52:00,27,36.0,-9999.0,30.51,0.7,36.0,10.0,0.0,,Overcast
2018-01-10 14:52:00,27,36.0,-9999.0,30.51,0.7,36.0,10.0,0.0,,Overcast
2018-01-10 14:52:00,27,36.0,-9999.0,30.51,0.7,36.0,10.0,0.0,,Overcast
2018-01-10 15:52:00,27,37.0,-9999.0,30.5,0.67,37.0,10.0,0.0,,Overcast
2018-01-10 15:52:00,27,37.0,-9999.0,30.5,0.67,37.0,10.0,0.0,,Overcast
2018-01-10 15:52:00,27,37.0,-9999.0,30.5,0.67,37.0,10.0,0.0,,Overcast
2018-01-10 15:52:00,27,37.0,-9999.0,30.5,0.67,37.0,10.0,0.0,,Overcast
2018-01-10 16:52:00,27,37.0,-9999.0,30.48,0.6,40.0,10.0,5.0,37.0,Overcast
2018-01-10 16:52:00,27,37.0,-9999.0,30.48,0.6,40.0,10.0,5.0,37.0,Overcast
2018-01-10 16:52:00,27,37.0,-9999.0,30.48,0.6,40.0,10.0,5.0,37.0,Overcast
2018-01-10 16:52:00,27,37.0,-9999.0,30.48,0.6,40.0,10.0,5.0,37.0,Overcast
2018-01-10 17:52:00,28,35.0,-9999.0,30.45,0.63,40.0,10.0,7.0,35.0,Overcast
2018-01-10 17:52:00,28,35.0,-9999.0,30.45,0.63,40.0,10.0,7.0,35.0,Overcast
2018-01-10 17:52:00,28,35.0,-9999.0,30.45,0.63,40.0,10.0,7.0,35.0,Overcast
2018-01-10 17:52:00,28,35.0,-9999.0,30.45,0.63,40.0,10.0,7.0,35.0,Overcast
2018-01-10 18:52:00,28,35.0,-9999.0,30.42,0.63,40.0,10.0,7.0,35.0,Overcast
2018-01-10 18:52:00,28,35.0,-9999.0,30.42,0.63,40.0,10.0,7.0,35.0,Overcast
2018-01-10 18:52:00,28,35.0,-9999.0,30.42,0.63,40.0,10.0,7.0,35.0,Overcast
2018-01-10 18:52:00,28,35.0,-9999.0,30.42,0.63,40.0,10.0,7.0,35.0,Overcast
2018-01-10 19:52:00,29,36.0,-9999.0,30.41,0.62,41.0,10.0,7.0,36.0,Overcast
2018-01-10 19:52:00,29,36.0,-9999.0,30.41,0.62,41.0,10.0,7.0,36.0,Overcast
2018-01-10 19:52:00,29,36.0,-9999.0,30.41,0.62,41.0,10.0,7.0,36.0,Overcast
2018-01-10 19:52:00,29,36.0,-9999.0,30.41,0.62,41.0,10.0,7.0,36.0,Overcast
2018-01-10 20:52:00,30,40.0,-9999.0,30.4,0.62,42.0,10.0,4.0,40.0,Overcast
2018-01-10 20:52:00,30,40.0,-9999.0,30.4,0.62,42.0,10.0,4.0,40.0,Overcast
2018-01-10 20:52:00,30,40.0,-9999.0,30.4,0.62,42.0,10.0,4.0,40.0,Overcast
2018-01-10 20:52:00,30,40.0,-9999.0,30.4,0.62,42.0,10.0,4.0,40.0,Overcast
2018-01-10 21:52:00,31,41.0,-9999.0,30.4,0.62,43.0,10.0,4.0,41.0,Overcast
2018-01-10 21:52:00,31,41.0,-9999.0,30.4,0.62,43.0,10.0,4.0,41.0,Overcast
2018-01-10 21:52:00,31,41.0,-9999.0,30.4,0.62,43.0,10.0,4.0,41.0,Overcast
2018-01-10 21:52:00,31,41.0,-9999.0,30.4,0.62,43.0,10.0,4.0,41.0,Overcast
2018-01-10 22:52:00,31,38.0,-9999.0,30.4,0.7,40.0,10.0,4.0,38.0,Overcast
2018-01-10 22:52:00,31,38.0,-9999.0,30.4,0.7,40.0,10.0,4.0,38.0,Overcast
2018-01-10 22:52:00,31,38.0,-9999.0,30.4,0.7,40.0,10.0,4.0,38.0,Overcast
2018-01-10 22:52:00,31,38.0,-9999.0,30.4,0.7,40.0,10.0,4.0,38.0,Overcast
2018-01-10 23:52:00,32,38.0,-9999.0,30.4,0.73,40.0,10.0,4.0,38.0,Overcast
2018-01-10 23:52:00,32,38.0,-9999.0,30.4,0.73,40.0,10.0,4.0,38.0,Overcast
2018-01-10 23:52:00,32,38.0,-9999.0,30.4,0.73,40.0,10.0,4.0,38.0,Overcast
2018-01-10 23:52:00,32,38.0,-9999.0,30.4,0.73,40.0,10.0,4.0,38.0,Overcast
2018-01-11 00:52:00,31,37.0,-9999.0,30.42,0.67,41.0,10.0,6.0,37.0,Overcast
2018-01-11 00:52:00,31,37.0,-9999.0,30.42,0.67,41.0,10.0,6.0,37.0,Overcast
2018-01-11 00:52:00,31,37.0,-9999.0,30.42,0.67,41.0,10.0,6.0,37.0,Overcast
2018-01-11 00:52:00,31,37.0,-9999.0,30.42,0.67,41.0,10.0,6.0,37.0,Overcast
2018-01-11 01:52:00,32,38.0,-9999.0,30.42,0.73,40.0,10.0,4.0,38.0,Overcast
2018-01-11 01:52:00,32,38.0,-9999.0,30.42,0.73,40.0,10.0,4.0,38.0,Overcast
2018-01-11 01:52:00,32,38.0,-9999.0,30.42,0.73,40.0,10.0,4.0,38.0,Overcast
2018-01-11 01:52:00,32,38.0,-9999.0,30.42,0.73,40.0,10.0,4.0,38.0,Overcast
2018-01-11 02:52:00,32,41.0,-9999.0,30.42,0.7,41.0,10.0,0.0,,Overcast
2018-01-11 02:52:00,32,41.0,-9999.0,30.42,0.7,41.0,10.0,0.0,,Overcast
2018-01-11 02:52:00,32,41.0,-9999.0,30.42,0.7,41.0,10.0,0.0,,Overcast
2018-01-11 02:52:00,32,41.0,-9999.0,30.42,0.7,41.0,10.0,0.0,,Overcast
2018-01-11 03:52:00,32,42.0,-9999.0,30.41,0.67,42.0,10.0,0.0,,Overcast
2018-01-11 03:52:00,32,42.0,-9999.0,30.41,0.67,42.0,10.0,0.0,,Overcast
2018-01-11 04:30:02,34,40.0,0.0,30.41,0.78,40.3,10.0,0.0,40.0,Overcast
2018-01-11 03:52:00,32,42.0,-9999.0,30.41,0.67,42.0,10.0,0.0,,Overcast
2018-01-11 04:52:00,32,40.0,-9999.0,30.4,0.73,40.0,10.0,0.0,,Overcast
2018-01-11 05:14:49,35,41.0,0.0,30.4,0.79,40.6,10.0,0.0,41.0,Overcast
2018-01-11 05:30:01,34,41.0,0.0,30.4,0.78,40.8,10.0,0.0,41.0,Overcast
2018-01-11 04:52:00,32,40.0,-9999.0,30.4,0.73,40.0,10.0,0.0,,Overcast
2018-01-11 05:59:54,35,41.0,0.0,30.38,0.79,40.8,10.0,0.0,41.0,Overcast
2018-01-11 06:14:33,35,40.0,0.0,30.38,0.8,40.5,10.0,0.0,40.0,Overcast
2018-01-11 06:30:01,35,40.0,0.0,30.38,0.8,40.5,10.0,0.0,40.0,Overcast
2018-01-11 06:45:02,35,40.0,0.0,30.38,0.8,40.5,10.0,0.0,40.0,Overcast
2018-01-11 07:00:09,35,41.0,0.0,30.38,0.79,40.8,10.0,0.0,41.0,Overcast
2018-01-11 07:14:54,35,41.0,0.0,30.38,0.81,40.6,10.0,0.0,41.0,Overcast
2018-01-11 07:29:51,35,41.0,0.0,30.38,0.8,40.6,10.0,0.0,41.0,Overcast
2018-01-11 07:44:57,35,41.0,0.0,30.38,0.8,40.8,10.0,0.0,41.0,Overcast
2018-01-11 07:59:54,35,41.0,0.0,30.38,0.8,41.0,10.0,0.0,41.0,Overcast
2018-01-11 08:15:02,35,41.0,0.0,30.38,0.8,41.0,10.0,0.0,41.0,Overcast
2018-01-11 08:29:46,35,41.0,0.0,30.38,0.8,41.0,10.0,0.0,41.0,Overcast
2018-01-11 08:44:58,35,41.0,0.0,30.38,0.8,41.0,10.0,0.0,41.0,Overcast
2018-01-11 08:59:54,35,41.0,0.0,30.36,0.8,41.0,10.0,0.0,41.0,Overcast
2018-01-11 09:14:51,35,41.0,0.0,30.36,0.8,41.0,10.0,0.0,41.0,Overcast
2018-01-11 09:29:45,35,41.0,0.0,30.36,0.8,41.0,10.0,0.0,41.0,Overcast
2018-01-11 09:44:58,35,41.0,0.0,30.36,0.8,41.0,10.0,0.0,41.0,Overcast
